序号,电影名,评分,推荐语,链接
158,疯狂原始人,8.7,https://movie.douban.com/subject/1907966/
159,三块广告牌,8.7,https://movie.douban.com/subject/26611804/
160,哈利·波特与阿兹卡班的囚徒,8.7,https://movie.douban.com/subject/1291544/
161,心迷宫,8.7,https://movie.douban.com/subject/25917973/
162,达拉斯买家俱乐部,8.8,https://movie.douban.com/subject/1793929/
163,萤火虫之墓,8.7,https://movie.douban.com/subject/1293318/
164,荒蛮故事,8.8,https://movie.douban.com/subject/24750126/
165,卢旺达饭店,8.9,https://movie.douban.com/subject/1291822/
166,真爱至上,8.6,https://movie.douban.com/subject/1292401/
167,贫民窟的百万富翁,8.6,https://movie.douban.com/subject/2209573/
168,东邪西毒,8.6,https://movie.douban.com/subject/1292328/
169,你的名字。,8.4,https://movie.douban.com/subject/26683290/
170,记忆碎片,8.6,https://movie.douban.com/subject/1304447/
171,花样年华,8.7,https://movie.douban.com/subject/1291557/
172,爆裂鼓手,8.7,https://movie.douban.com/subject/25773932/
173,一个叫欧维的男人决定去死,8.8,https://movie.douban.com/subject/26628357/
174,黑天鹅,8.6,https://movie.douban.com/subject/1978709/
175,忠犬八公物语,9.2,https://movie.douban.com/subject/1959195/
176,黑客帝国3：矩阵革命,8.8,https://movie.douban.com/subject/1302467/
177,哈利·波特与密室,8.6,https://movie.douban.com/subject/1296996/
178,模仿游戏,8.7,https://movie.douban.com/subject/10463953/
179,头脑特工队,8.7,https://movie.douban.com/subject/10533913/
180,未麻的部屋,8.9,https://movie.douban.com/subject/1395091/
181,你看起来好像很好吃,8.9,https://movie.douban.com/subject/4848115/
182,新世界,8.8,https://movie.douban.com/subject/10437779/
183,雨人,8.7,https://movie.douban.com/subject/1291870/
184,无敌破坏王,8.7,https://movie.douban.com/subject/6534248/
185,海街日记,8.8,https://movie.douban.com/subject/25895901/
186,冰川时代,8.6,https://movie.douban.com/subject/1291578/
187,恋恋笔记本,8.5,https://movie.douban.com/subject/1309163/
188,惊魂记,9.0,https://movie.douban.com/subject/1293181/
189,海边的曼彻斯特,8.6,https://movie.douban.com/subject/25980443/
190,二十二,8.7,https://movie.douban.com/subject/26430107/
191,房间,8.8,https://movie.douban.com/subject/25724855/
192,恐怖游轮,8.5,https://movie.douban.com/subject/3011051/
193,虎口脱险,8.9,https://movie.douban.com/subject/1296909/
194,魔女宅急便,8.6,https://movie.douban.com/subject/1307811/
195,奇迹男孩,8.6,https://movie.douban.com/subject/26787574/
196,疯狂的石头,8.5,https://movie.douban.com/subject/1862151/
197,雨中曲,9.0,https://movie.douban.com/subject/1293460/
198,人工智能,8.6,https://movie.douban.com/subject/1302827/
199,小偷家族,8.7,https://movie.douban.com/subject/27622447/
200,绿里奇迹,8.8,https://movie.douban.com/subject/1300374/
201,爱在午夜降临前,8.8,https://movie.douban.com/subject/10808442/
202,罗生门,8.8,https://movie.douban.com/subject/1291879/
203,终结者2：审判日,8.7,https://movie.douban.com/subject/1291844/
204,初恋这件小事,8.4,https://movie.douban.com/subject/4739952/
205,海洋,9.1,https://movie.douban.com/subject/3443389/
206,魂断蓝桥,8.8,https://movie.douban.com/subject/1293964/
207,可可西里,8.8,https://movie.douban.com/subject/1308857/
208,2001太空漫游,8.8,https://movie.douban.com/subject/1292226/
209,燃情岁月,8.8,https://movie.douban.com/subject/1295865/
210,穿越时空的少女,8.6,https://movie.douban.com/subject/1937946/
211,城市之光,9.3,https://movie.douban.com/subject/1293908/
212,牯岭街少年杀人事件,8.8,https://movie.douban.com/subject/1292329/
213,新龙门客栈,8.6,https://movie.douban.com/subject/1292287/
214,无耻混蛋,8.6,https://movie.douban.com/subject/1438652/
215,完美陌生人,8.5,https://movie.douban.com/subject/26614893/
216,源代码,8.4,https://movie.douban.com/subject/3075287/
217,色，戒,8.5,https://movie.douban.com/subject/1828115/
218,青蛇,8.5,https://movie.douban.com/subject/1303394/
219,阿飞正传,8.5,https://movie.douban.com/subject/1305690/
220,遗愿清单,8.6,https://movie.douban.com/subject/1867345/
221,香水,8.5,https://movie.douban.com/subject/1760622/
222,谍影重重2,8.7,https://movie.douban.com/subject/1308767/
